,Question,Answer,Label
14011,when was raphael born,"Raffaello Sanzio da Urbino (April 6 or March 28, 1483 – April 6, 1520), better known simply as Raphael, was an Italian painter and architect of the High Renaissance .",1
14033,who is the CEO OF FACEBOOK,"As of April 2013, Zuckerberg is the chairman and chief executive of Facebook, Inc. and in 2013 his personal wealth was estimated to be US$13 .3 billion .",1
14059,What Is the Largest Whale,"At in length and or more in weight, it is the largest known animal to have ever existed.",1
14072,where is the seed located in an artichoke,The edible matter is buds that form within the flower heads before the flowers come into bloom.,1
14077,who is on the hundred dollar bill,"U.S. statesman, inventor, and diplomat Benjamin Franklin is currently featured on the obverse of the bill.",1
14098,what is kathmandu known for,Kathmandu ( ; ) is the capital and largest urban agglomerate of Nepal .,1
14166,where is mark sanchez from,"Mark Travis John Sanchez (born November 11, 1986) is an American football quarterback for the New York Jets of the National Football League (NFL).",1
14184,who is paul avery to the zodiac killings,"Paul Avery (April 2, 1934December 10, 2000) was an American police reporter, best known for his stories on the infamous serial killer known as the Zodiac , and later for his work on the Patricia Hearst kidnapping.",1
14186,what is sump pump  used for,"A sump pump is a pump used to remove water that has accumulated in a water collecting sump basin, commonly found in the basement of homes.",1
14208,when was bloody kansas in,"Bleeding Kansas, Bloody Kansas or the Border War, was a series of violent political confrontations involving anti-slavery Free-Staters and pro-slavery "" Border Ruffian "" elements, that took place in the Kansas Territory and the neighboring towns of Missouri between 1854 and 1861.",1
14223,What Is Benzene Used For,"It is mainly used as a precursor to heavy chemicals, such as ethylbenzene and cumene , which are produced on a billion kilogram scale.",1
14227,what is homebrew for wii?,Wii homebrew refers to the reuse of Nintendo 's Wii game console to run software that has not been authorized by Nintendo .,1
14232,who was bush's national security advisor,Hadley (right) discussing the 2006 Israel-Lebanon crisis with Bush and Rice.,1
14233,who was bush's national security advisor,"Stephen John Hadley (born February 13, 1947) was the 21st U.S. Assistant to the President for National Security Affairs (commonly referred as National Security Advisor ), serving under President George W. Bush .",1
14292,what is another name for the large intestine,"The large intestine (or bowel, colon) is the last part of the digestive system in vertebrate animals .",1
14301,where is green bay packers from,"The Green Bay Packers are an American football team based in Green Bay, Wisconsin .",1
14313,where is the valley at in los angeles,"The San Fernando Valley (locally known as ""The Valley"") is an urbanized valley located in the Los Angeles metropolitan area of southern California , United States , defined by the mountains of the Transverse Ranges circling it.",1
14323,when was the world of coca cola built,"It opened to the public on May 24, 2007, relocating from and replacing the original exhibit.",1
14331,when is susan smith eligible for parole,"According to the South Carolina Department of Corrections , Smith will be eligible for parole on November 4, 2024, after serving a minimum of thirty years.",1
14336,what is the highest mountain in america and where is is located?,"Located in the Alaska Range in the interior of US state of Alaska , it is the centerpiece of Denali National Park and Preserve .",1
14342,what was the first honda car,The Honda S600 is an automobile manufactured by Honda .,1
14343,what was the first honda car,It was launched in March 1964.,1
14356,when was everybody hates chris made,"Everybody Hates Chris is an American television period sitcom that depicts the teenage experiences of comedian Chris Rock (who is also the narrator ) while growing up in the Bedford-Stuyvesant neighborhood of Brooklyn, New York .",1
14367,what is lung effusion,"Pleural effusion is excess fluid that accumulates between the two pleural layers , the fluid-filled space that surrounds the lungs.",1
14371,who is the writer of the beowulf poem?,Its composition by an anonymous Anglo-Saxon poet is dated between the 8th and the early 11th century.,1
14380,who is shem in the bible,"Shem ( ; Sēm; Arabic : Sām; Ge'ez : ሴም, Sēm; ""renown; prosperity; name"") was one of the sons of Noah in the Hebrew Bible as well as in Islamic literature .",1
14381,who is shem in the bible,"He is most popularly regarded as the eldest son, though some traditions regard him as the second son.",1
14397,what is go daddy.com?,Go Daddy or Go Daddy Group Inc. is a privately held company that is primarily an internet domain registrar and web hosting company.,1
14405,where is the country andorra located,"Andorra (; , ), officially the Principality of Andorra (), also called the Principality of the Valleys of Andorra, (), is a landlocked microstate in Southwestern Europe , located in the eastern Pyrenees mountains and bordered by Spain and France .",1
14435,what is the highest point in oahu,"The highest point is Mt. Ka'ala in the Waianae Range, rising to above sea level.",1
14445,what is spelt flour,"Spelt, also known as dinkel wheat, or hulled wheat, is an ancient species of wheat from the fifth millennium BC.",1
14448,what is spelt flour,"It is a hexaploid wheat, which means it has six sets of chromosomes.",1
14449,what is sherlock holmes job,Sherlock Holmes ( or ) is a fictional detective created by author and physician Sir Arthur Conan Doyle .,1
